Initial Guess,Remaining Valid Guesses,Remaining Valid Solutions
wyted,3781.007366,712.2907279
trapt,3930.139081,712.2928943
glams,3898.106153,712.2998267
bunde,3977.915945,712.3028596
graal,3944.028163,712.3102253
maund,3989.182409,712.3934142
sulfa,4010.738302,712.402513
kilts,3740.679809,712.4155113
rusas,4144.613085,712.4306759
helix,3812.350953,712.4978336
nexts,3731.311525,712.5129983
anvil,3998.167678,712.5441941
skelm,4077.061525,712.5580589
prong,3931.512565,712.5732236
layup,3899.219671,712.5749567
lyams,3838.862652,712.5792894
wilts,3734.330589,712.5840555
purty,3689.172877,712.6620451
lubed,3853.616551,712.7573657
sneck,4074.650347,712.7807626
blays,3867.795494,712.7911612
talas,3757.679809,712.7954939
anura,3933.993934,712.8453206
suete,3897.789428,712.8747834
eagle,3860.310659,712.9029463
virtu,3749.57409,712.9419411
pendu,3886.148614,712.9644714
thesp,4077.749567,712.9670711
odeum,4011.44714,712.9904679
nests,4029.456672,713.0012998
powan,4006.200607,713.0558925
rifty,3710.738302,713.0693241
dirks,3733.806759,713.0922877
axons,3950.684142,713.1165511
ruers,3750.681109,713.1403813
noway,3918.676343,713.237435
surgy,3861.118284,713.2474003
clips,3834.827123,713.3058925
hangi,3898.204939,713.3106586
muist,4166.708839,713.3249567
gaths,3799.019497,713.3531196
booai,3973.803726,713.3557192
gybes,3769.001733,713.3847487
degus,3795.64688,713.3847487
tufas,3845.428943,713.4107452
kerbs,3702.850953,713.4445407
peter,3835.57149,713.555026
swive,4154.540728,713.597487
assot,4260.408579,713.6169844
anoas,3947.466205,713.6577123
neafe,3909.017331,713.6707106
perky,3745.726603,713.7196707
repel,3816.598354,713.742201
riper,3784.382149,713.8336222
boree,3784.644281,713.8444541
gebur,3877.469671,713.8526863
throb,3794.532929,713.9241768
harsh,4080.585789,714.0056326
quant,4011.692808,714.0320624
kheda,3964.030329,714.1325823
fosse,4202.577123,714.1442808
below,3882.323657,714.1490468
sadis,4118.62305,714.1659445
owned,3898.304159,714.2283362
rimer,3788.702773,714.2755633
bulge,3950.383016,714.2794627
sants,3983.7487,714.279896
asura,4241.44974,714.407279
vespa,4138.008666,714.4289428
kreng,3901.209705,714.5333622
shiny,4047.367851,714.5428943
skive,4174.642981,714.5554593
vegos,3820.808925,714.5563258
ollas,3902.859619,714.5853553
azons,3959.574957,714.5931542
talls,3775.925043,714.6854419
denet,3928.353553,714.7283362
divas,3899.244367,714.7448007
hangs,3826.211005,714.7590988
heres,3716.220971,714.7959272
aahed,3948.660745,714.797227
herye,3679.313258,714.8674177
mints,3797.2526,714.9441075
amowt,4046.249133,715
wavey,3832.044627,715.0333622
leger,3846.620451,715.1269497
sotol,4025.87565,715.2010399
waxes,3823.844454,715.2959272
woken,3900.393414,715.3500867
wases,4152.102253,715.4272097
babel,3897.747834,715.4315425
ponga,3970.671144,715.4341421
belch,3838.848354,715.4432409
mouls,3845.905546,715.534662
lochs,3751.259532,715.5662912
umble,3988.646447,715.5706239
takhi,3893.231369,715.5883882
synod,4105.897747,715.6403813
waked,3923.243501,715.6507799
fikes,3811.525997,715.682409
zooea,3874.186742,715.7079723
taunt,3930.796794,715.7227036
tways,3888.652513,715.7525997
rawer,3815.130416,715.7764298
yaups,3856.65338,715.7898614
amnic,3990.434142,715.8444541
ledum,3899.921577,715.8535529
jakes,3838.966205,715.8570191
probs,3845.981802,715.8921144
mamey,3847.592721,715.9068458
proms,3851.894714,716.0069324
shout,4062.244801,716.0246967
label,3875.089688,716.1087522
dense,4127.003899,716.2084055
makis,3915.109619,716.2170711
cunts,3772.372617,716.2556326
prese,4087.442374,716.3019931
chemo,3975.92851,716.4289428
acari,3855.668977,716.4354419
kawed,3922.0026,716.479636
sting,4069.324957,716.5086655
begad,3953.820624,716.5961872
adunc,4028.142114,716.5996534
scrow,3965.775563,716.6087522
sibyl,4056.285962,716.6104853
grass,4326.412478,716.6919411
buist,4200.416811,716.7010399
yaars,3752.550693,716.7729636
slots,4030.258666,716.860052
deign,3945.035962,716.8656846
heles,3796.959705,716.8717504
umber,3863.305893,716.8769497
stens,4019.648614,716.8951473
brond,3962.743934,716.9038128
popes,3822.538128,716.9410745
ryked,3785.941508,716.9462738
cycle,3908.515165,716.9688042
kamis,3916.831889,716.9744367
recco,3812.060659,717.0056326
wifes,3799.892114,717.0142981
lived,3871.246534,717.0190641
yarrs,3729.051993,717.1382149
nazis,3879.038562,717.1629116
sybil,4073.688042,717.237435
socas,4084.951906,717.2811958
shogi,4105.763432,717.3812825
rindy,3792.018198,717.4033795
lycee,3766.491768,717.4549393
netts,3772.392981,717.4844021
korus,3753.990468,717.6156846
erode,3919.012132,717.6299827
paysd,4227.881716,717.6299827
ingot,3982.839255,717.6880416
smout,4098.191075,717.7435009
color,3855.918544,717.8526863
south,4015.507799,717.8561525
camus,3866.198007,718.0012998
dukes,3845.20104,718.0121317
scody,4089.725737,718.0259965
gorms,3735.962738,718.1091854
ruing,3877.186742,718.117851
sects,3899.213172,718.1234835
ziram,3913.414211,718.1312825
waifs,3923.768631,718.1382149
testy,4043.463605,718.1841421
deres,3773.397314,718.2283362
elope,3946.413778,718.3253899
braai,3983.884315,718.330156
vrous,3842.181109,718.3366551
forze,3904.769064,718.3981802
pangs,3874.901646,718.4133449
cells,3754.533795,718.482669
eyres,3747.468371,718.5576256
heame,3955.019497,718.5632582
tuxes,3795.480503,718.5701906
tophi,3896.354853,718.6104853
kugel,3904.233969,718.6182842
punto,3908.813692,718.6360485
titan,3971.270797,718.6481802
clift,3946.611352,718.6988735
lings,3779.893414,718.7829289
loups,3852.885615,718.80026
maror,3946.523397,718.919844
rayas,3763.604419,718.9233102
soyas,4088.496101,718.9311092
dooce,4023.755633,718.9722704
jerid,3844.110919,719.1191508
nonas,3925.666378,719.177643
arhat,3936.187608,719.1910745
flocs,3874.067158,719.2036395
debag,3976.710139,719.2889948
fords,3759.284229,719.2915945
tirrs,3728.067591,719.3518198
light,3867.881282,719.432409
azlon,4018.473137,719.4757366
ivory,3899.644714,719.5281629
ardor,4055.181109,719.5567591
navew,3902.389948,719.6161179
brogs,3842.380416,719.6728769
sumac,4108.409445,719.6945407
bemad,3978.37825,719.7040728
duroc,3875.948007,719.7409012
lyses,4118.103553,719.7694974
offie,4070.302426,719.8401213
major,4002.933709,719.8682842
detox,3919.644281,719.9051127
proud,3999.175043,719.9094454
unsee,4134.724437,719.9124783
mandi,3982.950173,719.9202773
dorad,3945.10182,719.9358752
reird,3884.435442,719.9592721
auxin,4076.845754,719.9965338
molds,3827.54896,719.9974003
grift,3942.846187,720.0402946
nevus,3806.435875,720.047227
devis,3854.503899,720.1668111
burly,3755.2513,720.2084055
drees,3876.104853,720.2534662
tacit,3927.479203,720.352253
hefty,3770.794194,720.3895147
zesty,4027.133016,720.5671577
bodge,4069.503466,720.592721
shaft,4157.337955,720.7088388
subah,4129.231802,720.7101386
rungs,3725.085355,720.7668977
segos,4061.593154,720.7777296
flype,3967.785095,720.9293761
vasty,4113.785095,720.962305
mudra,3954.09662,720.9735702
furca,3868.767331,720.9800693
polka,3971.948007,721.0116984
thuya,3917.379983,721.0454939
regie,3812.579723,721.0532929
pubes,3847.033362,721.0671577
swapt,4175.562825,721.1096187
dunts,3823.403813,721.110052
corks,3747.682842,721.1143847
odism,4364.717938,721.1633449
pipet,3907.836655,721.2023397
yogee,3870.927643,721.2101386
mynas,3886.789428,721.2149047
ruths,3722.490901,721.2525997
dorks,3797.463605,721.2560659
kitul,3921.70104,721.3288562
lingo,3936.841421,721.3370884
chive,4041.003899,721.3687175
fugle,4009.210572,721.3973137
lasts,4118.318891,721.4311092
gramp,4059.659445,721.4532062
rider,3838.534662,721.5303293
bardy,3854.495667,721.5311958
giust,4211.35052,721.5966205
femur,3926.768631,721.6607452
pelfs,3800.686308,721.694974
mowra,3950.681542,721.7006066
boeuf,4002.118718,721.7222704
torrs,3747.558492,721.7603986
awork,4035.141248,721.7603986
ehing,3991.744367,721.7915945
vegan,3971.0026,721.8500867
mesas,4237.859185,721.8717504
pyric,3807.799393,721.8804159
clank,4041.254766,721.8834489
momes,3839.565858,721.9207106
scowl,4149.45234,721.9263432
unlaw,3972.999133,721.9350087
saddo,4193.955806,721.9571057
essay,4227.292894,722.0446274
stirs,3989.139515,722.0888215
spayd,4219.819324,722.1551127
hertz,3757.80026,722.2573657
nasal,4241.239168,722.2586655
netty,3791.356586,722.2764298
romeo,3849.555893,722.2794627
pilaw,3994.237002,722.3873484
twerk,3858.57279,722.4090121
paolo,4031.612652,722.4220104
forth,3822.831889,722.4506066
sodas,4184.34792,722.4926343
gluts,3825.880849,722.5498267
being,3966.129116,722.7361352
shiva,4151.970104,722.7396014
churn,3896.807192,722.8739168
tanas,3862.641681,722.9042461
lowns,3846.086222,722.9233102
hykes,3826.623917,723.0636915
seism,4008.991334,723.1434142
hudna,4010.183276,723.1529463
tanti,3940.737002,723.1707106
decko,3968.558059,723.1915078
marri,3912.890815,723.2820624
gouge,4089.773397,723.3058925
torts,3760.453206,723.367851
firie,3918.811092,723.385182
exult,3956.996534,723.4133449
gwine,4066.929376,723.4571057
blech,3980.083189,723.470104
thank,4036.487435,723.5554593
pique,4061.2474,723.5905546
drill,3955.840555,723.6009532
sokes,4054.431542,723.6143847
thins,3903.158146,723.6312825
dress,4270.975303,723.6473137
ploys,3925.317158,723.6555459
biped,3953.957972,723.6941075
pervs,3760.865685,723.6975737
roupy,3871.185009,723.7495667
wazir,3997.646014,723.7642981
zoned,3936.014731,723.7829289
sauls,4098.596187,723.7907279
vibes,3844.735269,723.7937608
tunds,3843.581456,723.8739168
makos,3982.813692,723.9133449
wends,3858.940208,723.995234
chapt,4050.62695,724.067591
staph,4152.861785,724.0970537
clavi,4039.374783,724.1239168
sauna,4151.245234,724.1299827
niece,3884.668977,724.1707106
syces,3948.492201,724.1720104
handy,3934.590121,724.215338
firth,3810.241768,724.2287695
plank,4075.321924,724.3994801
aphid,4085.70364,724.4484402
bints,3834.917244,724.4974003
shewn,4135.137348,724.5229636
bench,3913.811092,724.5545927
derby,3819.453206,724.5684575
tuism,4201.037695,724.6590121
brews,3855.633882,724.6910745
jiber,3895.22617,724.737435
lanas,3850.92851,724.7998267
umiak,4098.890815,724.8470537
qaids,3965.272964,724.8938475
pavis,3958.022964,724.9306759
glaik,4096.911612,725.0953206
naunt,3994.044627,725.1161179
hizen,3915.709272,725.1187175
gouts,3872.960139,725.1702773
abear,4020.876083,725.2131716
azyme,4078.229636,725.2733969
pints,3862.787695,725.4059792
kyats,3927.490468,725.4454073
olios,3941.243934,725.4536395
stack,4167.253033,725.529896
odyls,3894.654246,725.6057192
mango,4045.454939,725.610052
fonts,3854.306326,725.6156846
sword,4136.588388,725.6364818
pulis,3876.391248,725.6520797
moyls,3868.057192,725.690208
dedal,3995.494801,725.6945407
stimy,4074.840988,725.7946274
tided,3909.788128,725.8877816
elder,3997.520364,725.9172444
gives,3851.973137,725.9415078
bahut,3997.234402,725.9683709
upend,4021.792894,726.0056326
monty,3884.591854,726.1018198
preen,3992.757366,726.1104853
vowel,3948.185875,726.135182
wawes,3881.318024,726.1928076
doucs,3907.542028,726.2040728
coxal,4044.464471,726.2383016
halfs,3843.408146,726.2759965
chays,3968.808925,726.3453206
phoca,4058.049827,726.3734835
brush,4268.405113,726.3986135
gamin,4049.774697,726.4211438
jutes,3830.115685,726.4488735
dozen,3974.518631,726.4549393
stamp,4179.090988,726.4662045
varve,3950.977903,726.5021664
danks,3940.129116,726.5108319
valid,4005.782496,726.5996534
dawns,3946.661179,726.6451473
kaput,4027.30286,726.6750433
hefts,3823.145581,726.6867418
casco,4324.888215,726.687175
walds,3891.072357,726.6897747
spelk,4137.721837,726.7668977
dreck,3991.883449,726.8149913
swept,4106.568891,726.8314558
rushy,4082.025563,726.8570191
gamut,4026.649913,726.889948
aping,4122.575823,726.9077123
unsaw,4316.124783,726.9367418
crown,3992.051127,726.9415078
prill,3967.260399,726.9562392
scyes,3981.147747,726.9991334
crazy,3989.314125,727.0476603
frier,3925.925043,727.0892548
korun,3916.442374,727.0905546
venom,3990.936742,727.1195841
psalm,4379.683276,727.1230503
culex,3895.616118,727.1481802
nutsy,4086.508232,727.1832756
pilus,3876.02513,727.2097054
ormer,3926.359619,727.2300693
alans,3921.278596,727.2409012
necks,3817.523397,727.2582322
stulm,4076.592721,727.2681976
deles,3883.741768,727.2811958
toros,3767.255199,727.3405546
rorts,3806.014298,727.372617
sowse,4122.92201,727.4662045
owche,4043.481802,727.5407279
scrum,3988.717071,727.567591
briks,3902.018198,727.5922877
envoy,3992.636482,727.6156846
pouts,3914.840121,727.6694107
faqir,4017.072357,727.6958406
nowls,3869.965771,727.7192374
bitsy,4154.013865,727.732669
theta,3967.701473,727.7404679
preop,4007.340988,727.7595321
petto,3960.391681,727.7677643
palms,3900.332322,727.8734835
incut,3976.931542,727.8864818
hapus,3942.337955,727.8890815
sista,4059.471837,727.8981802
cronk,4010.084055,727.9068458
kynde,4013.243934,727.9094454
woose,4353.685442,727.9215771
malar,3945.288562,728.0580589
rodeo,3896.293328,728.0727903
yorks,3781.67851,728.1187175
umbel,3971.02383,728.1455806
duroy,3905.404679,728.187175
ganof,4067.034229,728.2244367
retem,3866.990901,728.2465338
gecko,3976.830589,728.3383882
midge,4101.82409,728.3518198
velds,3837.801127,728.4051127
finos,3930.959705,728.4280763
kbars,3948.827123,728.4358752
snaky,4215.341854,728.4571057
skelp,4154.252166,728.4666378
celli,3907.108752,728.4766031
spies,4094.719237,728.6191508
profs,3918.821924,728.6252166
jakey,3914.294194,728.6689775
visto,4242.02643,728.6772097
sleys,4084.987002,728.7006066
frond,4027.987435,728.7396014
wined,3952.375217,728.7534662
lifts,3817.185875,728.7543328
haars,3832.273397,728.7664645
joker,3931.944541,728.8401213
gatch,3971.205806,728.8739168
flegs,3911.844887,728.9302426
beret,3899.861352,728.9415078
tings,3854.321057,728.9618718
pronk,4033.176776,728.9627383
tsuba,4271.803293,728.9878683
penna,3969.460572,729.0129983
geres,3809.344021,729.0524263
soaps,4243.986568,729.0719237
kutas,3936.139515,729.1338821
malik,4027.057192,729.165078
roger,3888.512132,729.4380416
fiver,3919.881282,729.465338
cozed,3974.42721,729.5147314
mavis,3972.347487,729.6611785
towze,4016.304159,729.6759099
pilaf,4033.811958,729.7573657
deify,3967.176343,729.8162912
fribs,3882.534662,729.8700173
shell,4132.611785,729.872617
folic,3976.985269,729.9384749
devil,4004.551993,730.0095321
roded,3902.127816,730.0823224
quoit,4072.511265,730.1217504
bhats,3985.92851,730.1403813
stool,4146.288128,730.1746101
cohoe,4073.426343,730.1932409
hoved,3967.789428,730.19974
emote,3955.460572,730.3266898
friar,4060.083189,730.4168111
debus,3892.907279,730.4280763
yugas,3928.892548,730.507799
semen,4200.363518,730.5567591
heels,3847.149047,730.5602253
jobes,3881.353986,730.567591
gaucy,3999.146014,730.580156
winge,4063.037262,730.5892548
coign,4059.764731,730.6213172
skint,4196.681976,730.6494801
abbes,3933.281196,730.6624783
frogs,3904.694974,730.6798094
arvee,3977.19714,730.7517331
frigs,3888.778596,730.757799
stonk,4179.387348,730.7603986
boxes,3882.817591,730.8011265
oakum,4119.440641,730.8019931
lilos,3931.409012,730.8760832
unrig,3918.211872,730.9432409
cubed,3985.939775,731.0021664
lorry,3817.743068,731.0142981
japed,4004.933276,731.0797227
amyls,3948.212305,731.1035529
inspo,4330.762565,731.1910745
ficos,3919.032496,731.1958406
teiid,3953.12565,731.1980069
flosh,4367.884749,731.2495667
pixel,3974.182409,731.3058925
tamps,3932.573224,731.3444541
expat,4039.181976,731.3604853
shank,4289.000433,731.3661179
gyron,3910.388215,731.3882149
dited,3932.715771,731.4311092
sheen,4233.683276,731.462305
waxen,3994.776863,731.5411612
widen,3988.646014,731.5511265
pudor,4059.168544,731.5745234
grees,3915.249567,731.5948873
fonda,4067.618718,731.6083189
slung,4201.281629,731.7214038
misdo,4411.412912,731.7357019
quirt,3966.539428,731.75
cooed,3974.512565,731.7638648
wroth,3979.492201,731.7898614
virga,3942.395581,731.812825
pursy,4091.494801,731.8167244
ephod,4065.614385,731.847487
milpa,4003.04766,731.8921144
shawn,4288.37695,731.9753033
mises,4270.460572,731.9818024
hurds,3783.805459,732.0342288
turks,3780.073224,732.0818891
munge,4094.016031,732.1182842
bevor,4009.666378,732.1689775
grrls,3841.158146,732.2504333
scuse,4100.884315,732.3214905
toits,3969.106153,732.364818
wands,3962.437608,732.367851
temse,4134.682409,732.3847487
donga,4074.590121,732.397747
coxed,3990.074957,732.4064125
paths,3939.655113,732.4215771
reorg,3969.619584,732.4601386
gaups,3976.232236,732.4688042
lupin,4006.667678,732.5160312
haply,3966.944541,732.52513
splog,4189.370884,732.5303293
ricks,3800.79896,732.5641248
flays,3983.733969,732.5749567
stoit,4175.087088,732.6013865
trout,3989.968371,732.6083189
addio,4193.887348,732.6234835
slick,4230.649047,732.6247834
kulas,3938.97617,732.6377816
sagum,4198.813258,732.6624783
wisha,4297.471837,732.687175
clows,3951.738735,732.7010399
linch,3957.436742,732.7192374
cowls,3893.506499,732.7205373
polys,3884.769931,732.7629983
ghost,4312.457539,732.7677643
saves,4090.199307,732.822357
steed,4194.737868,732.8422877
deers,3848.246101,732.8492201
spawl,4292.199307,732.8509532
rebar,3959.421144,732.9800693
blags,4001.902513,733.0264298
sebum,4119.945841,733.0311958
scrub,4002.019931,733.0446274
mohur,4006.457972,733.0580589
saiga,4236.123917,733.0987868
feuds,3923.637348,733.1152513
meres,3834.888648,733.1187175
query,3908.539861,733.1200173
sipes,4081.7474,733.1763432
emong,4091.974437,733.1837088
yamun,4043.241768,733.3314558
begin,4010.241768,733.5138648
topaz,4062.119151,733.5311958
rosts,4155.893414,733.6208839
humor,4025.888648,733.6217504
prink,4046.003466,733.6234835
droll,4029.349653,733.6867418
howbe,4087.717504,733.6867418
wanly,3977.929809,733.6906412
hints,3898.512132,733.694974
bigot,4075.877383,733.7664645
mesel,4347.478769,733.7950607
twirp,3953.839255,733.805026
mirks,3834.703206,733.8422877
mense,4193.180676,733.8518198
kerfs,3810.335789,733.8630849
order,3978.335789,733.8968804
eyers,3842.626083,733.9224437
yests,4127.660312,733.97487
nudge,4103.488735,734.0207972
ardri,4090.629549,734.0385615
bonze,4099.764731,734.0966205
apart,3987.748267,734.1551127
dados,4019.324523,734.1793761
tonks,3930.091421,734.1867418
reave,3978.085789,734.2616984
speer,4179.926776,734.2985269
dumas,4005.29766,734.3435875
sicko,4208.542894,734.4519064
campo,4096.701906,734.5827556
habus,3952.035962,734.5883882
trump,3989.860052,734.6607452
ronin,3961.776863,734.6750433
toshy,4184.484402,734.6806759
tools,3882.529463,734.6858752
patch,4015.282496,734.7084055
baisa,4393.573657,734.7707972
siege,4102.459705,734.7755633
poind,4112.519497,734.8084922
codex,4010.244367,734.8414211
kelps,3886.457106,734.855286
redub,3945.97747,734.9363085
terek,3891.583189,734.9744367
wrier,3971.650347,735.0294627
stoup,4170.489168,735.0589255
puree,3874.404246,735.0680243
ledes,3936.988735,735.122617
aught,4089.115685,735.127383
snift,4198.34922,735.1377816
devon,4065.155979,735.1733102
paisa,4342.331023,735.1962738
semis,4119.488302,735.2365685
knife,4132.238735,735.2551993
tryst,4177.037262,735.267331
vends,3908.782062,735.2686308
kerel,3932.155979,735.2707972
tacks,3910.014298,735.2946274
unpay,4068.209705,735.2998267
milds,3903.032496,735.44974
penks,3932.479203,735.4644714
outta,4057.719237,735.4662045
pyots,3940.361785,735.4783362
nalas,3897.544194,735.5177643
bonne,4114.051127,735.5350953
embay,4058.617851,735.5944541
cruft,3999.153813,735.6460139
boked,4038.280763,735.6928076
afear,4075.60052,735.6941075
runch,3919.438908,735.7032062
tipsy,4152.571924,735.7707972
unsex,4257.310225,735.7777296
teend,3967.684142,735.7785962
roots,3813.781629,735.8201906
osmic,4422.342288,735.8327556
roton,3912.958839,735.9033795
yesty,4097.232236,735.915078
cocas,3999.629983,735.9298094
groks,3963.028163,736.0160312
impot,4111.999133,736.0164645
lanai,4000.365251,736.0606586
fauld,4091.481802,736.1135182
mangs,3964.944107,736.1217504
human,4099.813692,736.1252166
whirs,3907.014731,736.212305
foamy,4120.495234,736.2131716
among,4193.119151,736.220104
ulvas,3980.393847,736.2413345
culpa,4006.873484,736.2456672
mixes,3918.039861,736.2569324
vimen,4007.565425,736.2590988
proll,4038.753466,736.2885615
bahts,3926.930243,736.3262565
qadis,4017.386049,736.3336222
cheka,4049.965338,736.3591854
ambos,4073.236135,736.3639515
redes,3876.977036,736.3721837
targa,3908.141248,736.4046794
pseud,4365.740901,736.4059792
molys,3887.156412,736.4259099
peage,4079.064558,736.4904679
pesos,4314.736568,736.4978336
snack,4309.754333,736.4991334
pikas,4049.140381,736.5355286
sneed,4296.844454,736.5437608
bitte,4055.910312,736.6308492
gadje,4147.160745,736.6330156
goban,4139.967504,736.7413345
felch,3951.968371,736.8093588
zibet,4000.305459,736.8375217
exits,3963.479203,736.8999133
gooey,3947.404246,736.9341421
chino,4099.286828,736.9380416
inked,4034.917244,736.940208
yawns,3968.727903,736.9818024
argal,4070.895147,737.0506932
faiks,4040.239168,737.0632582
wiver,3960.262565,737.0844887
fiere,3924.021664,737.0909879
yetts,3861.587088,737.0922877
geums,3933.784229,737.0940208
remix,3935.557192,737.097487
holms,3900.606586,737.1091854
wilco,4032.837522,737.1156846
lofty,3909.364818,737.1286828
piked,4035.113085,737.1555459
bogan,4141.438042,737.2616984
aroma,4150.972704,737.2699307
lamps,3945.510832,737.3197574
baths,3934.136482,737.3700173
glops,4009.509532,737.3999133
mowas,4039.961438,737.4029463
ympes,3924.021231,737.4298094
plews,3987.272097,737.4358752
gursh,4214.242201,737.44974
brass,4453.165511,737.4501733
palki,4039.870884,737.4766031
kinos,4000.980503,737.5532929
mulct,3993.090121,737.5545927
raree,3957.756932,737.5935875
thewy,3966.475737,737.597487
caxon,4122.063258,737.6460139
limpa,4038.512132,737.6780763
gamic,4080.673744,737.6945407
parky,3940.294194,737.707539
peeoy,4019.232669,737.7331023
cross,4375.639081,737.7435009
uncap,4091.933709,737.7586655
biogs,4000.318891,737.8227903
koker,3978.768198,737.9480069
sidas,4268.52383,737.9610052
foids,4012.685442,737.9714038
blaud,4169.987002,737.9991334
faena,4080.064558,738.0381282
weise,4287.747834,738.0814558
dosas,4462.017764,738.1213172
pepla,4006.566291,738.1230503
rhody,3971.938475,738.1468804
truck,3990.996967,738.1607452
neper,3995.215771,738.2040728
stede,4101.412478,738.2465338
hoiks,4032.961438,738.2525997
hajis,4006.069757,738.2603986
nuked,4017.353986,738.3453206
saims,4254.261698,738.3531196
eloge,4057.907279,738.382149
impro,4054.265165,738.4094454
crimp,4070.395147,738.4289428
kilty,3898.236568,738.4376083
mudir,4078.55026,738.4519064
nikah,4104.165511,738.457539
borer,3938.590988,738.5368284
rough,3993.14688,738.5372617
cling,4073.484402,738.542461
lauan,4065.357886,738.5892548
gobis,3987.489168,738.5992201
syens,4157.892548,738.6174177
fiend,4081.755199,738.6256499
users,4285.888648,738.6663778
magic,4087.223137,738.6785095
yawls,3943.464905,738.6828423
speug,4198.411179,738.7105719
forex,3930.083622,738.7785962
ledgy,3957.735702,738.8253899
honds,3966.441941,738.9289428
aduki,4185.755633,738.9718371
musit,4336.619584,739.0012998
yogic,4033.478769,739.0307626
mucor,4048.894714,739.042461
rocks,3850.412045,739.0493934
roker,3943.863085,739.0610919
aloha,4161.206239,739.0979203
weamb,4128.234402,739.2400347
koses,4291.534662,739.3323224
swerf,4130.346187,739.3366551
drows,3982.228336,739.3713172
roons,3862.280763,739.3782496
chord,4042.019497,739.3951473
teaze,4014.577123,739.415078
welch,3968.832322,739.4155113
betel,4010.970104,739.4666378
kwela,4055.460139,739.4705373
pouty,3991.89948,739.5238302
verbs,3824.400347,739.5554593
misty,4243.914211,739.5667244
reccy,3824.220971,739.572357
rerig,3979.780763,739.5957539
boxer,3990.536828,739.6026863
softy,4092.969237,739.6473137
kaifs,4049.831023,739.6845754
hallo,4072.364385,739.7079723
maaed,4051.695407,739.7140381
drool,4078.757366,739.7712305
sauts,4125.377816,739.7738302
bahus,3974.684142,739.7764298
uplay,4049.245234,739.8110919
vower,3986.450607,739.9012132
miked,4056.344021,739.9202773
guyed,4016.290728,739.9280763
tolls,3898.898614,739.9939341
fubar,4108.407279,740.0038995
agene,4076.012998,740.0064991
shrug,4054.884749,740.0623917
haith,4059.168111,740.0814558
haufs,3993.696707,740.1135182
pavin,4120.39948,740.1204506
datto,4100.040728,740.1217504
calks,3936.15078,740.135182
fecht,3953.477036,740.1481802
budas,4026.85182,740.1529463
dicty,3932.778163,740.2361352
syrup,4046.970971,740.2439341
abele,4046.129983,740.334922
muton,4066.80026,740.3639515
pilei,3982.272097,740.3921144
peres,3887.161179,740.4237435
tolts,3909.574523,740.4289428
caulk,4095.407712,740.5307626
sefer,4173.57279,740.5519931
horks,3861.392548,740.5918544
maths,3968.119584,740.6746101
grind,4084.042461,740.687175
calix,4059.613085,740.6897747
gyeld,4049.635615,740.7188042
spork,4218.533362,740.8626516
imari,4139.263432,740.9038128
fouls,3979.060225,740.9510399
borms,3859.993068,740.9636049
shakt,4282.205806,740.97487
rotos,3856.113951,740.9883016
oidia,4154.983102,741.0060659
shiai,4286.314125,741.0181976
turfs,3817.7513,741.0420277
scudo,4249.631716,741.0558925
ritts,3856.136482,741.059792
bajri,4024.106586,741.0740901
hexad,4067.563258,741.2292028
repro,3998.036828,741.2980936
spawn,4357.948007,741.3119584
admin,4211.743934,741.3340555
legal,4032.512132,741.3370884
mvule,4139.758232,741.3938475
bangs,3980.301127,741.4644714
mimes,3945.877816,741.5797227
obole,4123.84792,741.5935875
lawny,4017.186742,741.6629116
viand,4201.166378,741.7040728
drugs,3941.350953,741.817591
coded,4045.212738,741.8479203
gusli,4349.04636,741.8799827
jokes,3962.672444,741.9263432
houts,3981.135182,741.9341421
cuzes,3922.557626,741.957539
whens,4017.704073,742.0121317
nelly,3912.0026,742.034662
derro,4024.389515,742.0441941
penie,4001.705806,742.1191508
warks,3920.038128,742.2491334
geest,4285.57539,742.3037262
fount,4111.418544,742.3548527
quina,4134.833622,742.3700173
prior,4120.169411,742.4683709
fluke,4153.778163,742.4744367
eensy,4290.666378,742.4770364
nomen,4025.138215,742.4813692
golps,3952.82669,742.5476603
firer,3940.42591,742.5879549
sagos,4268.435009,742.6182842
salad,4256.005633,742.7079723
whort,4034.22357,742.7365685
tacky,3970.292461,742.7426343
firms,3861.910745,742.757799
blams,4064.679376,742.7590988
mesne,4283.756499,742.7655979
gerne,3924.234402,742.812825
pylon,4053.688475,742.8245234
sleds,4248.4974,742.8721837
denes,4005.212738,742.8799827
armor,4172.475737,742.9098787
foxes,3946.619584,742.9636049
petit,4005.992634,742.9939341
situp,4168.212305,742.9991334
sabra,4170.180676,743.0086655
obang,4218.281196,743.0571924
udons,4054.356153,743.1005199
fango,4136.461005,743.1468804
winos,4023.070624,743.2092721
chirp,4041.420711,743.2413345
bolds,3946.055026,743.2474003
drums,3967.769497,743.2690641
bisom,4480.0013,743.2863951
ensky,4325.459272,743.3167244
curbs,3818.987868,743.3440208
thilk,4049.54766,743.3708839
veale,4079.007799,743.3795494
group,4126.048527,743.3986135
cajon,4153.643414,743.4233102
docus,3966.566724,743.4614385
urdee,4001.754333,743.5680243
seaze,4229.881282,743.5862218
terfe,3865.557192,743.597487
joram,4068.032496,743.597487
codec,4060.785095,743.7266031
solon,4234.286828,743.7794627
primy,4060.302426,743.7842288
desis,4388.503899,743.7863951
deids,3999.150347,743.8422877
slits,4158.465771,743.8778163
wifey,3981.348787,744.0714905
snool,4311.650347,744.1668111
eider,4116.078856,744.1772097
